filename,char,font_name
AdwaitaSans-Italic.ttf_68.png,h,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_69.png,i,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_6a.png,j,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_6b.png,k,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_6c.png,l,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_6d.png,m,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_6e.png,n,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_6f.png,o,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_70.png,p,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_71.png,q,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_72.png,r,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_73.png,s,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_74.png,t,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_75.png,u,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_76.png,v,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_77.png,w,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_78.png,x,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_79.png,y,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_7a.png,z,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_7b.png,{,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_7c.png,|,AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_7d.png,},AdwaitaSans-Italic.ttf
AdwaitaSans-Italic.ttf_7e.png,~,AdwaitaSans-Italic.ttf
AdwaitaSans-Regular.ttf_20.png, ,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_21.png,!,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_22.png,",AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_23.png,#,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_24.png,$,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_25.png,%,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_26.png,&,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_27.png,',AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_28.png,(,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_29.png,),AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_2a.png,*,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_2b.png,+,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_2c.png,,,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_2d.png,-,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_2e.png,.,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_2f.png,/,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_30.png,0,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_31.png,1,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_32.png,2,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_33.png,3,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_34.png,4,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_35.png,5,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_36.png,6,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_37.png,7,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_38.png,8,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_39.png,9,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_3a.png,:,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_3b.png,;,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_3c.png,<,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_3d.png,=,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_3e.png,>,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_3f.png,?,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_40.png,@,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_41.png,A,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_42.png,B,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_43.png,C,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_44.png,D,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_45.png,E,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_46.png,F,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_47.png,G,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_48.png,H,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_49.png,I,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_4a.png,J,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_4b.png,K,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_4c.png,L,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_4d.png,M,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_4e.png,N,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_4f.png,O,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_50.png,P,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_51.png,Q,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_52.png,R,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_53.png,S,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_54.png,T,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_55.png,U,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_56.png,V,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_57.png,W,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_58.png,X,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_59.png,Y,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_5a.png,Z,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_5b.png,[,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_5c.png,\,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_5d.png,],AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_5e.png,^,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_5f.png,_,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_60.png,`,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_61.png,a,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_62.png,b,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_63.png,c,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_64.png,d,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_65.png,e,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_66.png,f,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_67.png,g,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_68.png,h,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_69.png,i,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_6a.png,j,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_6b.png,k,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_6c.png,l,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_6d.png,m,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_6e.png,n,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_6f.png,o,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_70.png,p,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_71.png,q,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_72.png,r,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_73.png,s,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_74.png,t,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_75.png,u,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_76.png,v,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_77.png,w,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_78.png,x,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_79.png,y,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_7a.png,z,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_7b.png,{,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_7c.png,|,AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_7d.png,},AdwaitaSans-Regular.ttf
AdwaitaSans-Regular.ttf_7e.png,~,AdwaitaSans-Regular.ttf
AdwaitaMono-Regular.ttf_20.png, ,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_21.png,!,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_22.png,",AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_23.png,#,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_24.png,$,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_25.png,%,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_26.png,&,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_27.png,',AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_28.png,(,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_29.png,),AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_2a.png,*,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_2b.png,+,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_2c.png,,,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_2d.png,-,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_2e.png,.,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_2f.png,/,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_30.png,0,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_31.png,1,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_32.png,2,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_33.png,3,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_34.png,4,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_35.png,5,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_36.png,6,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_37.png,7,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_38.png,8,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_39.png,9,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_3a.png,:,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_3b.png,;,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_3c.png,<,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_3d.png,=,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_3e.png,>,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_3f.png,?,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_40.png,@,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_41.png,A,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_42.png,B,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_43.png,C,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_44.png,D,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_45.png,E,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_46.png,F,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_47.png,G,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_48.png,H,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_49.png,I,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_4a.png,J,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_4b.png,K,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_4c.png,L,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_4d.png,M,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_4e.png,N,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_4f.png,O,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_50.png,P,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_51.png,Q,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_52.png,R,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_53.png,S,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_54.png,T,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_55.png,U,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_56.png,V,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_57.png,W,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_58.png,X,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_59.png,Y,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_5a.png,Z,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_5b.png,[,AdwaitaMono-Regular.ttf
AdwaitaMono-Regular.ttf_5c.png,\,AdwaitaMono-Regular.ttf
